0,0,2.0
10,0,5.0
14,0,4.0
16,0,5.0
17,0,1.0
19,0,1.0
22,0,1.0
23,0,4.0
27,0,5.0
30,0,1.0
32,0,4.0
33,0,5.0
34,0,5.0
35,0,5.0
36,0,1.0
39,0,1.0
41,0,5.0
50,0,4.0
56,0,1.0
62,1,4.0
63,0,1.0
64,7,3.0
67,0,1.0
68,0,1.0
68,13,1.0
69,0,5.0
71,0,4.0
73,0,4.0
75,0,5.0
76,0,2.0
81,0,5.0
83,0,5.0
90,0,4.0
91,0,3.0
93,6,2.0
95,0,5.0
95,0,3.0
95,6,3.0
95,7,5.0
96,0,5.0
99,0,1.0
100,0,5.0
101,13,5.0
101,22,3.0
101,22,4.0
105,13,1.0
105,22,1.0
107,0,5.0
108,10,5.0
109,0,5.0
112,7,3.0
112,13,5.0
112,13,5.0
112,13,5.0
114,0,1.0
115,0,5.0
116,0,5.0
117,0,4.0
119,0,5.0
120,0,4.0
122,0,5.0
126,0,5.0
127,0,5.0
131,0,1.0
132,0,4.0
141,0,4.0
142,5,5.0
145,1,5.0
146,0,4.0
147,0,5.0
148,0,4.0
148,22,2.0
149,2,1.0
149,5,2.0
151,0,4.0
153,0,4.0
154,0,1.0
155,7,4.0
156,0,1.0
157,0,5.0
158,6,5.0
159,0,5.0
159,7,4.0
162,0,5.0
167,0,1.0
167,5,3.0
167,7,5.0
167,10,5.0
170,0,5.0
171,0,5.0
172,0,2.0
172,7,3.0
175,0,5.0
176,0,5.0
176,5,4.0
177,0,5.0
180,0,1.0
181,0,3.0
185,0,5.0
186,0,4.0
190,0,2.0
194,3,3.0
194,17,5.0
198,0,5.0
203,0,1.0
205,0,5.0
205,1,5.0
208,0,1.0
208,2,4.0
208,5,1.0
208,13,4.0
209,0,4.0
210,0,5.0
214,0,3.0
215,1,4.0
216,0,5.0
216,0,1.0
217,0,3.0
221,0,5.0
222,0,4.0
226,0,5.0
226,1,2.0
228,0,2.0
231,0,4.0
232,0,2.0
233,0,3.0
234,0,5.0
235,0,4.0
237,7,5.0
240,5,4.0
243,0,1.0
244,0,5.0
249,0,5.0
250,0,4.0
252,0,5.0
255,0,1.0
256,0,2.0
258,0,5.0
260,0,4.0
267,0,1.0
268,0,5.0
273,0,5.0
276,0,5.0
278,0,4.0
280,0,5.0
281,0,2.0
285,0,4.0
291,0,4.0
291,11,4.0
292,0,5.0
293,0,1.0
294,0,2.0
297,0,4.0
299,4,5.0
300,0,2.0
301,0,3.0
303,0,4.0
304,1,1.0
308,0,3.0
310,0,5.0
312,0,5.0
313,0,5.0
314,0,1.0
314,2,1.0
315,0,5.0
317,0,5.0
324,0,5.0
328,0,5.0
328,1,5.0
329,0,5.0
331,0,5.0
332,0,1.0
333,0,4.0
333,7,5.0
335,0,3.0
335,1,5.0
335,4,1.0
335,13,4.0
338,0,5.0
343,1,5.0
346,1,2.0
346,5,5.0
346,22,5.0
348,0,3.0
349,0,5.0
349,6,1.0
351,0,5.0
352,0,1.0
357,0,5.0
358,0,5.0
359,0,5.0
361,0,5.0
363,0,5.0
365,0,4.0
367,0,5.0
368,0,1.0
370,0,5.0
372,0,5.0
380,0,5.0
380,0,5.0
382,0,5.0
383,0,3.0
384,0,4.0
384,22,2.0
385,0,5.0
389,0,1.0
390,0,4.0
391,0,5.0
393,0,4.0
394,0,3.0
397,0,5.0
404,1,5.0
406,0,5.0
409,0,5.0
413,0,4.0
418,0,5.0
420,5,3.0
421,0,5.0
426,0,4.0
429,0,1.0
431,0,2.0
431,2,5.0
431,5,5.0
431,7,3.0
434,0,5.0
437,0,2.0
437,2,5.0
446,7,3.0
447,0,4.0
453,0,5.0
454,0,2.0
456,0,5.0
458,0,5.0
460,0,5.0
461,0,2.0
461,11,1.0
462,0,5.0
463,0,5.0
468,0,4.0
476,0,1.0
478,0,2.0
480,0,2.0
482,0,3.0
483,0,1.0
492,0,4.0
493,0,1.0
493,1,5.0
494,0,4.0
495,0,2.0
498,0,3.0
499,0,5.0
501,0,4.0
506,0,1.0
506,22,4.0
508,0,2.0
509,0,5.0
511,0,5.0
512,0,3.0
513,0,2.0
514,0,5.0
516,0,2.0
521,5,3.0
522,0,5.0
523,0,5.0
524,0,5.0
528,0,5.0
529,0,1.0
529,17,1.0
533,0,4.0
536,0,2.0
539,0,5.0
541,0,1.0
541,22,5.0
542,11,5.0
546,0,3.0
551,0,5.0
553,0,5.0
554,0,4.0
557,0,2.0
562,0,5.0
564,8,3.0
564,8,4.0
564,21,4.0
566,0,4.0
566,5,2.0
567,0,3.0
569,0,5.0
570,0,4.0
573,0,1.0
573,13,3.0
575,0,4.0
579,0,4.0
582,22,4.0
583,0,4.0
585,16,3.0
587,1,5.0
589,0,5.0
592,0,5.0
594,0,5.0
595,5,4.0
597,0,5.0
599,0,4.0
600,0,5.0
602,5,1.0
602,6,1.0
603,0,5.0
608,0,5.0
618,0,1.0
618,4,5.0
618,13,1.0
623,0,5.0
628,0,4.0
630,0,5.0
632,0,4.0
632,5,5.0
632,9,5.0
633,0,4.0
634,0,2.0
635,0,2.0
635,5,4.0
635,5,4.0
635,6,2.0
635,13,4.0
638,11,5.0
639,0,5.0
641,1,3.0
643,0,4.0
647,0,5.0
648,0,3.0
650,0,1.0
651,0,4.0
656,0,5.0
656,0,5.0
656,0,5.0
656,2,1.0
656,4,4.0
656,5,4.0
656,5,5.0
656,5,5.0
656,5,5.0
656,7,1.0
656,13,5.0
656,13,1.0
656,13,1.0
656,13,4.0
656,13,3.0
656,22,5.0
660,0,1.0
660,13,1.0
661,0,4.0
662,0,1.0
663,0,5.0
664,0,5.0
667,0,5.0
